Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,18.7,46,12/20/2021 15:52
,,E1,30,45.6,
,,B8,25.4,55.6,
,,E8,27.6,48.7,
SPL1,,B2,2174,978,12/20/2021 15:52
SPL2,,C2,4549,984,12/20/2021 15:52
SPL3,,D2,5243,1201,12/20/2021 15:52
SPL4,,E2,5973,1489,12/20/2021 15:52
SPL5,,B3,1566,799,12/20/2021 15:52
SPL6,,C3,3402,728,12/20/2021 15:52
SPL7,,D3,11580,2267,12/20/2021 15:52
SPL8,,E3,10028,2205,12/20/2021 15:52
SPL9,,B4,1311,765,12/20/2021 15:52
SPL10,,C4,9471,1632,12/20/2021 15:52
SPL11,,D4,3789,685,12/20/2021 15:52
SPL12,,E4,4390,988,12/20/2021 15:52
SPL13,,B5,9915,1795,12/20/2021 15:52
SPL14,,C5,4901,1063,12/20/2021 15:52
SPL15,,D5,5106,1159,12/20/2021 15:52
SPL16,,E5,4336,920,12/20/2021 15:52
SPL17,,B6,2013,378,12/20/2021 15:52
SPL18,,C6,1765,299,12/20/2021 15:52
SPL19,,D6,591,184,12/20/2021 15:52
SPL20,,E6,1059,503,12/20/2021 15:52
SPL21,,B7,512,155,12/20/2021 15:52
SPL22,,C7,1799,322,12/20/2021 15:52
SPL23,,D7,1788,323,12/20/2021 15:52
SPL24,,E7,1109,447,12/20/2021 15:52
