Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,9.89,27.7,12/22/2021 15:03
,,E1,16.1,51.9,
,,B8,26.4,36.7,
,,E8,22.4,26.4,
SPL1,,B2,101,52.1,12/22/2021 15:03
SPL2,,C2,46.2,52.3,12/22/2021 15:03
SPL3,,D2,71.2,47.6,12/22/2021 15:03
SPL4,,E2,61.1,33.4,12/22/2021 15:03
SPL5,,B3,122,33.2,12/22/2021 15:03
SPL6,,C3,175,50,12/22/2021 15:03
SPL7,,D3,132,49.3,12/22/2021 15:03
SPL8,,E3,40.7,54.8,12/22/2021 15:03
SPL9,,B4,1862,601,12/22/2021 15:03
SPL10,,C4,909,239,12/22/2021 15:03
SPL11,,D4,2842,424,12/22/2021 15:03
SPL12,,E4,2707,762,12/22/2021 15:03
SPL13,,B5,3487,544,12/22/2021 15:03
SPL14,,C5,28.2,37,12/22/2021 15:03
SPL15,,D5,2988,457,12/22/2021 15:03
SPL16,,E5,2952,464,12/22/2021 15:03
SPL17,,B6,5990,1011,12/22/2021 15:03
SPL18,,C6,2916,644,12/22/2021 15:03
SPL19,,D6,2805,583,12/22/2021 15:03
SPL20,,E6,5428,928,12/22/2021 15:03
SPL21,,B7,6501,1494,12/22/2021 15:03
SPL22,,C7,4578,1074,12/22/2021 15:03
SPL23,,D7,847,198,12/22/2021 15:03
SPL24,,E7,5548,856,12/22/2021 15:03
