Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,Blank,B8,52.6,50.4,12/7/2021 15:01
,,E8,41,50.8,
,,E1,30.1,63.4,
,,B1,30.1,59.6,
SPL1,,B2,70.7,75.3,12/7/2021 15:01
SPL2,,C2,86.4,65.7,12/7/2021 15:01
SPL3,,D2,86.9,52.6,12/7/2021 15:01
SPL4,,E2,76.6,75.8,12/7/2021 15:01
SPL5,,B3,67.3,63.3,12/7/2021 15:01
SPL6,,C3,86.2,41.6,12/7/2021 15:01
SPL7,,D3,82.8,48.3,12/7/2021 15:01
SPL8,,E3,59.7,41,12/7/2021 15:01
SPL9,,B4,83.9,67.2,12/7/2021 15:01
SPL10,,C4,77.2,49.1,12/7/2021 15:01
SPL11,,D4,62.7,64.1,12/7/2021 15:01
SPL12,,E4,79.1,60.8,12/7/2021 15:01
SPL13,,B5,60.2,59.8,12/7/2021 15:01
SPL14,,C5,20,53.8,12/7/2021 15:01
SPL15,,D5,61.4,64.7,12/7/2021 15:01
SPL16,,E5,56.8,65.9,12/7/2021 15:01
SPL17,,B6,63.9,49.6,12/7/2021 15:01
SPL18,,C6,63.6,50,12/7/2021 15:01
SPL19,,D6,72,49.1,12/7/2021 15:01
SPL20,,E6,67.8,53.8,12/7/2021 15:01
SPL21,,B7,79,60.6,12/7/2021 15:01
SPL22,,C7,97.3,52.9,12/7/2021 15:01
SPL23,,D7,73.3,53.9,12/7/2021 15:01
SPL24,,E7,66.9,63.8,12/7/2021 15:01
