Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,18.2,40.7,12/16/2021 13:02
,,E1,20.7,31.1,
,,B8,25.7,42.3,
,,E8,20.9,46.4,
SPL1,,B2,750,194,12/16/2021 13:02
SPL2,,C2,820,215,12/16/2021 13:02
SPL3,,D2,606,163,12/16/2021 13:02
SPL4,,E2,702,213,12/16/2021 13:02
SPL5,,B3,1572,351,12/16/2021 13:02
SPL6,,C3,796,201,12/16/2021 13:02
SPL7,,D3,707,181,12/16/2021 13:02
SPL8,,E3,1487,294,12/16/2021 13:02
SPL9,,B4,792,199,12/16/2021 13:02
SPL10,,C4,1681,380,12/16/2021 13:02
SPL11,,D4,1687,440,12/16/2021 13:02
SPL12,,E4,779,178,12/16/2021 13:02
SPL13,,B5,938,271,12/16/2021 13:02
SPL14,,C5,963,266,12/16/2021 13:02
SPL15,,D5,715,184,12/16/2021 13:02
SPL16,,E5,852,231,12/16/2021 13:02
SPL17,,B6,1678,392,12/16/2021 13:02
SPL18,,C6,686,186,12/16/2021 13:02
SPL19,,D6,844,229,12/16/2021 13:02
SPL20,,E6,1796,421,12/16/2021 13:02
SPL21,,B7,946,259,12/16/2021 13:02
SPL22,,C7,802,213,12/16/2021 13:02
SPL23,,D7,881,216,12/16/2021 13:02
SPL24,,E7,786,232,12/16/2021 13:02
