Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,14.3,40.8,12/10/2021 15:01
,,E1,19.8,53.6,
,,B8,26.1,43.1,
,,E8,24.2,46.1,
SPL1,,B2,65.6,60.4,12/10/2021 15:01
SPL2,,C2,73,57.7,12/10/2021 15:01
SPL3,,D2,68.4,50.8,12/10/2021 15:01
SPL4,,E2,75.6,60.9,12/10/2021 15:01
SPL5,,B3,88.6,74.9,12/10/2021 15:01
SPL6,,C3,73.1,58.6,12/10/2021 15:01
SPL7,,D3,128,64.6,12/10/2021 15:01
SPL8,,E3,86.1,57.4,12/10/2021 15:01
SPL9,,B4,69.2,52.4,12/10/2021 15:01
SPL10,,C4,110,54.4,12/10/2021 15:01
SPL11,,D4,57.4,59.7,12/10/2021 15:01
SPL12,,E4,49,47.7,12/10/2021 15:01
SPL13,,B5,101,58.2,12/10/2021 15:01
SPL14,,C5,48,43.6,12/10/2021 15:01
SPL15,,D5,54.8,61.2,12/10/2021 15:01
SPL16,,E5,61.6,50.2,12/10/2021 15:01
SPL17,,B6,70.6,62.7,12/10/2021 15:01
SPL18,,C6,96.1,58.1,12/10/2021 15:01
SPL19,,D6,78.3,60.3,12/10/2021 15:01
SPL20,,E6,92.4,59,12/10/2021 15:01
SPL21,,B7,104,79.1,12/10/2021 15:01
SPL22,,C7,64,44.8,12/10/2021 15:01
SPL23,,D7,63,56.2,12/10/2021 15:01
SPL24,,E7,103,65.4,12/10/2021 15:01
