Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,21.8,46.1,12/11/2021 12:46
,,E1,21.7,36.9,
,,B8,21.9,38.2,
,,E8,20.4,48,
SPL1,,B2,149,76.9,12/11/2021 12:46
SPL2,,C2,154,65.2,12/11/2021 12:46
SPL3,,D2,137,77.7,12/11/2021 12:46
SPL4,,E2,119,73.8,12/11/2021 12:46
SPL5,,B3,110,87.2,12/11/2021 12:46
SPL6,,C3,99.7,64.3,12/11/2021 12:46
SPL7,,D3,64.7,44,12/11/2021 12:46
SPL8,,E3,102,70.1,12/11/2021 12:46
SPL9,,B4,110,70.6,12/11/2021 12:46
SPL10,,C4,89.3,56,12/11/2021 12:46
SPL11,,D4,122,67.7,12/11/2021 12:46
SPL12,,E4,103,62,12/11/2021 12:46
SPL13,,B5,135,72,12/11/2021 12:46
SPL14,,C5,130,66.8,12/11/2021 12:46
SPL15,,D5,233,106,12/11/2021 12:46
SPL16,,E5,102,62.1,12/11/2021 12:46
SPL17,,B6,124,50.6,12/11/2021 12:46
SPL18,,C6,95.6,51.6,12/11/2021 12:46
SPL19,,D6,94.6,61.4,12/11/2021 12:46
SPL20,,E6,110,72.4,12/11/2021 12:46
SPL21,,B7,151,75,12/11/2021 12:46
SPL22,,C7,126,62.2,12/11/2021 12:46
SPL23,,D7,137,81,12/11/2021 12:46
SPL24,,E7,121,70.4,12/11/2021 12:46
