Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,31.6,44.3,12/14/2021 14:14
,,E1,21.3,50.8,
,,B8,24,45.1,
,,E8,28.6,45.2,
SPL1,,B2,417,152,12/14/2021 14:14
SPL2,,C2,463,139,12/14/2021 14:14
SPL3,,D2,225,86.6,12/14/2021 14:14
SPL4,,E2,303,92.2,12/14/2021 14:14
SPL5,,B3,658,191,12/14/2021 14:14
SPL6,,C3,380,137,12/14/2021 14:14
SPL7,,D3,609,186,12/14/2021 14:14
SPL8,,E3,420,141,12/14/2021 14:14
SPL9,,B4,425,138,12/14/2021 14:14
SPL10,,C4,254,85.9,12/14/2021 14:14
SPL11,,D4,336,98.2,12/14/2021 14:14
SPL12,,E4,506,129,12/14/2021 14:14
SPL13,,B5,707,203,12/14/2021 14:14
SPL14,,C5,269,98,12/14/2021 14:14
SPL15,,D5,323,118,12/14/2021 14:14
SPL16,,E5,571,148,12/14/2021 14:14
SPL17,,B6,438,125,12/14/2021 14:14
SPL18,,C6,287,88.4,12/14/2021 14:14
SPL19,,D6,320,123,12/14/2021 14:14
SPL20,,E6,679,192,12/14/2021 14:14
SPL21,,B7,263,85.9,12/14/2021 14:14
SPL22,,C7,622,192,12/14/2021 14:14
SPL23,,D7,426,121,12/14/2021 14:14
SPL24,,E7,476,159,12/14/2021 14:14
