Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,28.3,30.4,12/17/2021 12:41
,,E1,17.1,41.6,
,,B8,22.6,24.9,
,,E8,24,31.9,
SPL1,,B2,1466,372,12/17/2021 12:41
SPL2,,C2,1350,320,12/17/2021 12:41
SPL3,,D2,1100,279,12/17/2021 12:41
SPL4,,E2,1601,411,12/17/2021 12:41
SPL5,,B3,1544,348,12/17/2021 12:41
SPL6,,C3,984,254,12/17/2021 12:41
SPL7,,D3,2778,634,12/17/2021 12:41
SPL8,,E3,2714,555,12/17/2021 12:41
SPL9,,B4,1603,359,12/17/2021 12:41
SPL10,,C4,2597,575,12/17/2021 12:41
SPL11,,D4,1461,337,12/17/2021 12:41
SPL12,,E4,1267,312,12/17/2021 12:41
SPL13,,B5,2782,622,12/17/2021 12:41
SPL14,,C5,1286,321,12/17/2021 12:41
SPL15,,D5,1395,334,12/17/2021 12:41
SPL16,,E5,1211,305,12/17/2021 12:41
SPL17,,B6,1060,242,12/17/2021 12:41
SPL18,,C6,1046,188,12/17/2021 12:41
SPL19,,D6,574,151,12/17/2021 12:41
SPL20,,E6,1109,286,12/17/2021 12:41
SPL21,,B7,522,148,12/17/2021 12:41
SPL22,,C7,1062,227,12/17/2021 12:41
SPL23,,D7,1025,206,12/17/2021 12:41
SPL24,,E7,1294,317,12/17/2021 12:41
