Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,21.2,45.6,12/13/2021 11:25
,,E1,17.3,46.4,
,,B8,31.6,42.6,
,,E8,15.3,41.4,
SPL1,,B2,266,124,12/13/2021 11:25
SPL2,,C2,195,58.4,12/13/2021 11:25
SPL3,,D2,101,68.7,12/13/2021 11:25
SPL4,,E2,200,77.9,12/13/2021 11:25
SPL5,,B3,214,93,12/13/2021 11:25
SPL6,,C3,179,74.9,12/13/2021 11:25
SPL7,,D3,375,133,12/13/2021 11:25
SPL8,,E3,301,117,12/13/2021 11:25
SPL9,,B4,69.6,41.4,12/13/2021 11:25
SPL10,,C4,79.2,54,12/13/2021 11:25
SPL11,,D4,56.7,60.4,12/13/2021 11:25
SPL12,,E4,57.1,56.3,12/13/2021 11:25
SPL13,,B5,86,60,12/13/2021 11:25
SPL14,,C5,68.9,44.6,12/13/2021 11:25
SPL15,,D5,70.8,47.9,12/13/2021 11:25
SPL16,,E5,81,46,12/13/2021 11:25
SPL17,,B6,188,92.4,12/13/2021 11:25
SPL18,,C6,239,90.3,12/13/2021 11:25
SPL19,,D6,282,103,12/13/2021 11:25
SPL20,,E6,333,107,12/13/2021 11:25
SPL21,,B7,295,116,12/13/2021 11:25
SPL22,,C7,203,80.7,12/13/2021 11:25
SPL23,,D7,156,94.1,12/13/2021 11:25
SPL24,,E7,307,119,12/13/2021 11:25
