Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,20.7,40.9,12/9/2021 15:16
,,E1,22.9,41.3,
,,B8,24.6,42.6,
,,E8,26.6,38.3,
SPL1,,B2,60.9,59,12/9/2021 15:16
SPL2,,C2,76.9,57.3,12/9/2021 15:16
SPL3,,D2,52.4,63.4,12/9/2021 15:16
SPL4,,E2,85.7,57.7,12/9/2021 15:16
SPL5,,B3,45,51.3,12/9/2021 15:16
SPL6,,C3,63.8,51.9,12/9/2021 15:16
SPL7,,D3,60,55.9,12/9/2021 15:16
SPL8,,E3,76.9,53.6,12/9/2021 15:16
SPL9,,B4,54.8,58,12/9/2021 15:16
SPL10,,C4,65,51.4,12/9/2021 15:16
SPL11,,D4,75.4,63.2,12/9/2021 15:16
SPL12,,E4,36.9,55.8,12/9/2021 15:16
SPL13,,B5,64.4,48.3,12/9/2021 15:16
SPL14,,C5,84.7,66,12/9/2021 15:16
SPL15,,D5,58.6,49.8,12/9/2021 15:16
SPL16,,E5,57.4,63.8,12/9/2021 15:16
SPL17,,B6,69.3,54.9,12/9/2021 15:16
SPL18,,C6,98.2,65.9,12/9/2021 15:16
SPL19,,D6,57.1,66,12/9/2021 15:16
SPL20,,E6,50.3,50.4,12/9/2021 15:16
SPL21,,B7,77.8,41.8,12/9/2021 15:16
SPL22,,C7,63.1,43.8,12/9/2021 15:16
SPL23,,D7,54.7,49.9,12/9/2021 15:16
SPL24,,E7,46,55,12/9/2021 15:16
