Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,16.4,46.2,12/16/2021 12:56
,,E1,25.1,31.9,
,,B8,25.7,46.4,
,,E8,22.3,37.9,
SPL1,,B2,1457,365,12/16/2021 12:56
SPL2,,C2,766,241,12/16/2021 12:56
SPL3,,D2,715,201,12/16/2021 12:56
SPL4,,E2,740,229,12/16/2021 12:56
SPL5,,B3,891,237,12/16/2021 12:56
SPL6,,C3,776,240,12/16/2021 12:56
SPL7,,D3,1525,400,12/16/2021 12:56
SPL8,,E3,830,192,12/16/2021 12:56
SPL9,,B4,655,178,12/16/2021 12:56
SPL10,,C4,693,200,12/16/2021 12:56
SPL11,,D4,538,129,12/16/2021 12:56
SPL12,,E4,895,210,12/16/2021 12:56
SPL13,,B5,976,232,12/16/2021 12:56
SPL14,,C5,684,190,12/16/2021 12:56
SPL15,,D5,715,163,12/16/2021 12:56
SPL16,,E5,482,123,12/16/2021 12:56
SPL17,,B6,923,261,12/16/2021 12:56
SPL18,,C6,1333,316,12/16/2021 12:56
SPL19,,D6,707,220,12/16/2021 12:56
SPL20,,E6,893,230,12/16/2021 12:56
SPL21,,B7,1621,340,12/16/2021 12:56
SPL22,,C7,671,191,12/16/2021 12:56
SPL23,,D7,1008,218,12/16/2021 12:56
SPL24,,E7,821,203,12/16/2021 12:56
