Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,18.1,46.7,12/13/2021 11:04
,,E1,15.3,44.7,
,,B8,26.4,43,
,,E8,23.8,39,
SPL1,,B2,289,108,12/13/2021 11:04
SPL2,,C2,235,102,12/13/2021 11:04
SPL3,,D2,264,97.1,12/13/2021 11:04
SPL4,,E2,144,92.2,12/13/2021 11:04
SPL5,,B3,356,130,12/13/2021 11:04
SPL6,,C3,307,92.9,12/13/2021 11:04
SPL7,,D3,185,71.7,12/13/2021 11:04
SPL8,,E3,309,113,12/13/2021 11:04
SPL9,,B4,204,81.9,12/13/2021 11:04
SPL10,,C4,334,146,12/13/2021 11:04
SPL11,,D4,399,132,12/13/2021 11:04
SPL12,,E4,283,94.1,12/13/2021 11:04
SPL13,,B5,224,114,12/13/2021 11:04
SPL14,,C5,213,99.7,12/13/2021 11:04
SPL15,,D5,213,74.3,12/13/2021 11:04
SPL16,,E5,255,96.4,12/13/2021 11:04
SPL17,,B6,400,152,12/13/2021 11:04
SPL18,,C6,210,76.4,12/13/2021 11:04
SPL19,,D6,234,95.9,12/13/2021 11:04
SPL20,,E6,386,119,12/13/2021 11:04
SPL21,,B7,235,81.2,12/13/2021 11:04
SPL22,,C7,241,97.7,12/13/2021 11:04
SPL23,,D7,303,102,12/13/2021 11:04
SPL24,,E7,173,74.3,12/13/2021 11:04
