Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,24.2,43,12/15/2021 14:30
,,E1,17.7,37.3,
,,B8,29.4,41.4,
,,E8,24.3,32.2,
SPL1,,B2,589,158,12/15/2021 14:30
SPL2,,C2,535,142,12/15/2021 14:30
SPL3,,D2,473,164,12/15/2021 14:30
SPL4,,E2,664,211,12/15/2021 14:30
SPL5,,B3,493,139,12/15/2021 14:30
SPL6,,C3,369,113,12/15/2021 14:30
SPL7,,D3,1073,269,12/15/2021 14:30
SPL8,,E3,1072,248,12/15/2021 14:30
SPL9,,B4,533,148,12/15/2021 14:30
SPL10,,C4,1075,283,12/15/2021 14:30
SPL11,,D4,653,170,12/15/2021 14:30
SPL12,,E4,551,141,12/15/2021 14:30
SPL13,,B5,1140,285,12/15/2021 14:30
SPL14,,C5,496,122,12/15/2021 14:30
SPL15,,D5,560,167,12/15/2021 14:30
SPL16,,E5,461,110,12/15/2021 14:30
SPL17,,B6,528,188,12/15/2021 14:30
SPL18,,C6,578,153,12/15/2021 14:30
SPL19,,D6,572,151,12/15/2021 14:30
SPL20,,E6,873,217,12/15/2021 14:30
SPL21,,B7,454,138,12/15/2021 14:30
SPL22,,C7,585,154,12/15/2021 14:30
SPL23,,D7,553,156,12/15/2021 14:30
SPL24,,E7,987,232,12/15/2021 14:30
