Well ID,Name,Well,PC_150,chlA_150,Reading Date/Time
BLK,,B1,30,39.7,12/23/2021 12:09
,,E1,20.1,25.6,
,,B8,22.2,28.6,
,,E8,19.3,37.4,
SPL1,,B2,11787,1982,12/23/2021 12:09
SPL2,,C2,10927,2372,12/23/2021 12:09
SPL3,,D2,14444,3344,12/23/2021 12:09
SPL4,,E2,17797,4188,12/23/2021 12:09
SPL5,,B3,10667,2374,12/23/2021 12:09
SPL6,,C3,8654,1778,12/23/2021 12:09
SPL7,,D3,24954,4409,12/23/2021 12:09
SPL8,,E3,19415,3698,12/23/2021 12:09
SPL9,,B4,378,97.9,12/23/2021 12:09
SPL10,,C4,61.4,48.3,12/23/2021 12:09
SPL11,,D4,59.9,48.4,12/23/2021 12:09
SPL12,,E4,186,50.7,12/23/2021 12:09
SPL13,,B5,70.3,56.2,12/23/2021 12:09
SPL14,,C5,129,45.8,12/23/2021 12:09
SPL15,,D5,109,43.4,12/23/2021 12:09
SPL16,,E5,167,48.7,12/23/2021 12:09
SPL17,,B6,15407,3599,12/23/2021 12:09
SPL18,,C6,15284,3504,12/23/2021 12:09
SPL19,,D6,13417,2662,12/23/2021 12:09
SPL20,,E6,24627,4447,12/23/2021 12:09
SPL21,,B7,12567,2101,12/23/2021 12:09
SPL22,,C7,11451,2372,12/23/2021 12:09
SPL23,,D7,10399,2291,12/23/2021 12:09
SPL24,,E7,20654,4157,12/23/2021 12:09
